Texto,Sentiment
"Gracias a @laserenisima por colaborar en este momento tan dificil. Estuvimos junto a @fertrillo05 entregando leche en polvo en distintos comedores y merenderos del partido de Pilar. Pequeños Gigantes, Los Peques y El Jacal #SalimosTodosUnidos https://t.co/fMW0ehsTP6",POSITIVE
RT @flyezequiel: Latam Airlines es emblematica y deja en la calle a 1.750 argentinos. Cual le sigue? Arcor? La Serenisima? Ford? Condor Estrella? Andesmar? @segregustavo https://t.co/NtLkbh66RH,NEGATIVE
"👉 #MañanaSylvestre | 🗣🎙Si hay algo que no esta en peligro en la Argentina es la propiedad privada. La propiedad privada estuvo en peligro con @mauriciomacri. Al punto tal que Arcor, La Serenisima y Molinos dieron balances negativos@SantoroLeandro a @Gatosylvestre en @Radio10",NEUTRAL
@totisimon2 @ampiiacosta1 @Luu_cafeinalove @_lightblue_ @Ballet_Cosmico @laserenisima @Nike Estamos en un momento complejo. En breve vuelven los sorteos y regalos.,NEUTRAL
@Un_sol_azul @_lightblue_ @Ballet_Cosmico @laserenisima @Nike Nos sonrojamos. *agarra el certificado y se va corriendo antes de que se arrepienta*,NEUTRAL
"@_lightblue_ @Ballet_Cosmico @laserenisima @Nike Y nosotros a vos, Cee.",NEUTRAL
@Luu_cafeinalove @ampiiacosta1 @_lightblue_ @Ballet_Cosmico @laserenisima @Nike https://t.co/3R8VKHeKfP,NEUTRAL
@ampiiacosta1 @_lightblue_ @Ballet_Cosmico @laserenisima @Nike https://t.co/6NCQrx5XzS,NEUTRAL
@_lightblue_ @Ballet_Cosmico @laserenisima @Nike Tan solo un sueño. https://t.co/jDJuWpgrqs,NEUTRAL
"RT @Fernandez_MM: Lo explico for dummies. YPF regula el mercado de combustibles. Shell no puede cobrar mucho mas caro porque no vende. Con Vicentin el Estado juega en el alimentario. Tiene a Sancor y si Sancor vende la leche a $50, La Serenisima no la va a poder vender a $100.",NEUTRAL
Hoy #EXPROPIESE vicentin y despues las otras cerealeras mañana Arcor..van atacar todo lo q es alimento primero pasado.... la serenisima despues frigorificos luego iran por techint despues por automotrices luego los latifundios rurales despues los grandes terrenos urbanos beso,NEGATIVE
En el Dia Mundial de la Leche se concientiza sobre la importancia de este alimento esencial @laserenisima https://t.co/bUaazt7Nsx,NEUTRAL
En el Dia Mundial de la Leche se concientiza sobre la importancia de este alimento esencial https://t.co/RvBgZRI2TU [@laserenisima | #BrandNews],NEUTRAL
"QT @Helenof77084483: Puede alguien confirmar esta informacion..?? ; @JorgeFavaloro @RAPIDOSKYBOLOES La marca serenisima es de la bipolar,o tiene un paquete accionario,cdo asumieron sacaron a todos los trabajadores ,pelearon a balazos,y se metieron Gante de la bipolar,la tomaron.",NEUTRAL
QT @JuanJMorell: RT @JuanJMorell: Estamos con una intensa movida solidaria. Se suman? Con un RT es mas que suficiente queridos! @wqueijeiro @elbetocasella ; #MovidaSolidaria La escuela 25 de juntara alimentos el 28/5 de 9 a 12 para los mas necesitados #COVID19argentina #Coronavirus Se suman? @nhbasilotta @carrefourarg @orali.argentina @laserenisima https://t.co/rFu6s1Qtp2,POSITIVE
"RT @RoentgenRayosX: Yogur TREGAR. Barato y riquisimos A 19.90 cada uno, La Serenisima no se puede comprar mas, carisimos! https://t.co/dBqP5nFOho",NEGATIVE
"QT @cachorrook: Si!!! Publicidad de “Yo, yogur” @laserenisima ⭐️⭐️⭐️⭐️⭐️🧨🧨 ; @iconoalfano Año 1994 yo era un purrete de 15 iba caminando por retiro y vi un monton de camaras y vos bajando por unas escaleras con una minifalda ajustada color oro, nunca me voy a olvidar estabas grabando una publicidad de la serenisima, ese dia me enamore de vos de por vida.",POSITIVE
QT @GGarbuglia: sale 70 por aca ; @kalipolis Leche es de ricos con La Serenisima a 52 pesos...,NEGATIVE
"QT @supremebitch03: RT @franpierna: jaja coger (yo) cojo mucho (me llenan de leche) (amo chupar pija) (la serenisima) ; No nos parecemos en nada, pero a las dos nos llenan de leche https://t.co/nGQyVnBem9",NEUTRAL
"#MañanaSylvestre @MauroSGarcia (Intendente de Gral. Rodriguez) con @Gatosylvestre en @Radio10: Tenemos muchas empresas que forman parte de las actividades esenciales, tal es el caso de Serenisima. Representa mucha circulacion de gente y por eso extremamos los recaudos",NEUTRAL
RT @Sditomaso: Mirate esta historia🇦🇷 de #Cuarentena! Hacen 🛌 reciclando ( PET) botellas de plasticos y las donan a hospitales 🏥🩺.El Pet lo compra @Quilmes_Cerveza🍻 a las cooperativas de recuperadores. Ya donaron 700 🛌 a @QuilmesMuni @mayrasmendoza @alferdez #YomequedoConEsto ❤️❤️👏🇦🇷🛌🩺 https://t.co/aYVmi0BQMZ,POSITIVE
#McChorizo Empleados de la multinacional @McDonalds_Ar denuncian que la empresa no les pago los sueldos y lo manifiestan en redes sociales. #AlertasTransito de @nandotocho https://t.co/AMP5jU6F15,NEGATIVE
Extraño cuando la gente se juntaba a comer giladas en mc Donald https://t.co/BazLmFZ47w,POSITIVE
��🚨🚨 Sucedio en un galpon de Molinos Agro en la ciudad de San Lorenzo. Piso la chapa de plastico de un techo y cayo de gran altura. Quedo internado en observacion. https://t.co/GXTxKSFbs3,NEUTRAL
QT @FrikTico: PEPSI es muchisimo mejor que COCA-COLA... ¿acabo de armar una Civil War? 😂 ; @IniciativaV Cocacola o Pepsi,POSITIVE
"El fabricante de Stella Artois, Budweiser y Corona fabricara mas de 70.000 unidades de alcohol en gel extraido de su cerveza https://t.co/qJwu1PNgLD - Via @EconoSus https://t.co/QMCqSFXklc",POSITIVE
"El fabricante de Stella Artois, Budweiser y Corona fabricara mas de 70.000 unidades de alcohol en gel extraido de su cerveza https://t.co/qJwu1PNgLD https://t.co/G58yTiZB9X",POSITIVE
"El fabricante de Stella Artois, Budweiser y Corona fabricara mas de 70.000 unidades de alcohol en gel extraido de su cerveza https://t.co/qJwu1PNgLD - Via @EconoSus https://t.co/QMCqSFXklc",POSITIVE
"QT @mundochristophe: Es hoy! Ultimo #ChefsArtois con el Gran @mundochristophe !!! gracias #StellaArtois por acompañarme en esta hermosa movida cocinera! ; A las 20 hs cocino en vivo con @miguegranados desde su cuenta de instagram @miguegrana Es un encuentro divertido de amigos por supuesto pero cuidado, tiene que cocinar rico! Atento Migue... 👀 https://t.co/38uocI7yFP",NEUTRAL
QT @miguegranados: YAAAAA EN MINUTOS!!! 🔥 ; Hoy 20:00 Hs seguimos con los vivos de cocina en mi Insta! Con Julieta Oriolo vamos a hacer unas brutas pastas y vamos a beber unas #stellaArtois #ChefsArtois 🔥🍻👏🏻🥖🧀,NEUTRAL
Hoy 20:00 Hs seguimos con los vivos de cocina en mi Insta! Con Julieta Oriolo vamos a hacer unas brutas pastas y vamos a beber unas #stellaArtois #ChefsArtois 🔥🍻👏🏻🥖🧀,NEUTRAL
Bebs! Los que me siguen en las emisiones de cocina #chefsartois de los miercoles y quieran conseguir la caja de Trocca. Vayan al insta de SucreRestaurantBar y la piden! Viene con dos #stellaArtois NOS VEMO EL MIERCOLES! 🍻🔥,NEUTRAL
En media horita arranco el live en mi insta! Cocinamos ceviche con @FernandoTrocca ! #StellaArtois #ChefsArtois 🍻🔥,NEUTRAL
"Hoy cocino con el maestro @FernandoTrocca un ceviche increible, si no levantamos la semana con eso no la levantamos con nada. A las 20hs en mi Insta, los espero en #ChefsArtois #stellaartois ! 🔥🍻",NEUTRAL
"El fabricante de Stella Artois, Budweiser y Corona fabricara mas de 70.000 unidades de alcohol en gel extraido de su cerveza https://t.co/qJwu1PNgLD https://t.co/G58yTiZB9X",POSITIVE
"@carlotitaCABJ Uhhhh si, la. Mini torta de Terrabusi eso es la gloria 😊",POSITIVE
Ay Diosito... ¡Paciencia ante la estupidez machista recalcitrante enquistada! @milka_argentina 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 La vacuna no la hacen los huevos. La cura se consigue sin genero ni genitales 🙏🙏🙏🙏🙏🙏🙏🙏 https://t.co/Td4z2fKzDL,NEGATIVE
@TekeClemente al mate electrico le tiro tang de pomelo,NEUTRAL
RT @Medievalists: A Tang dynasty monk and his secret candy recipe https://t.co/K158lpbyXi,NEUTRAL
"RT @CobraDeDetroit: Mendoza se divide en 2; por un lado estan a los que les corre jugo Tang por la venas, y por el otro lado estamos nosotros. Que la cuenten como quieran.",NEGATIVE
RT @Fabi20102: @osvaldobazan Le hubiese puesto TANG naranja,POSITIVE
"@LucasLannister_ Buenos dias Wu-Tang no te preocupes, deseamos brindarte una solucion a tu reclamo. Por ello te contactamos por privado.",NEUTRAL
RT @martvillagra: Que tienen en comun el jugo tang y mi papa? Que si lo mezclas con alcohol pega re fuerte,NEUTRAL
Madurar es dejar de chupar el sobrecito del jugo Tang,POSITIVE
comunicacion en tiempos de Pandemia y como algunas marcas se van a la mierda. #machirulos @milka_argentina Horrible mensaje https://t.co/UXR3NJ32j8,NEGATIVE
QT @zanoni: Hola #Milka! Savaglio ya lo hizo en los años 80. https://t.co/6QPSuigpdo ; pense que era un fake pero fui al IG y lo vi. Les juro que esto es cierto. #milka https://t.co/VqQtdwRF23,NEUTRAL
RT @QuilmesMuni: Estamos poniendo en condiciones el Centro de Aislamiento Sanitario que funcionara en la @UNQoficial. Gracias a @Quilmes_Cerveza y a @EconcienciaA por sumarse y trabajar junto a nosotros en beneficio de los vecinos y vecinas de #Quilmes. #SomosQuilmes https://t.co/6eDAqZaLZ7,POSITIVE
"QT @ludistas: Tal como te dije desde que comenzo la pandemia, la economia se derrumbara ; Hoy: Danica cerro su planta para no reincorporar despedidos. McDonals, Starbucks y Burguer confirman que pagaran solo el 50% de los salarios. Danone implemento compulsivamente un modelo laboral que rebaja salarios. Y Techint confirma los 1500 despidos en sus constructoras Paliza",NEGATIVE
"QT @ludistas: Trabajadores de Argentina, unios: nos estan haciendo pagar el costo de la pandemia a nosotros. ; Hoy: Danica cerro su planta para no reincorporar despedidos. McDonals, Starbucks y Burguer confirman que pagaran solo el 50% de los salarios. Danone implemento compulsivamente un modelo laboral que rebaja salarios. Y Techint confirma los 1500 despidos en sus constructoras Paliza",NEGATIVE
"QT @ludistas: El gobierno dice que a la pandemia la enfrentamos entre todos, pero el gran capital aprovecha esta emergencia para despedir y rebajar salarios. Siempre seran parasitos!! No temen a la dureza de las palabras, solo a la organizacion y lucha de las y los trabajadores. #McEstafa ; Hoy: Danica cerro su planta para no reincorporar despedidos. McDonals, Starbucks y Burguer confirman que pagaran solo el 50% de los salarios. Danone implemento compulsivamente un modelo laboral que rebaja salarios. Y Techint confirma los 1500 despidos en sus constructoras Paliza",NEGATIVE
"RT @NicolasdelCano: Las y los trabajadores de empresas de comidas rapidas reclaman porque les pagaron la mitad de su salario. Denuncian que, mientras les reducen mas del 50% sus bajos sueldos, multinacionales como McDonald's ganaron 6500 millones de dolares solo en 2019. Una verdadera #McEstafa",NEGATIVE
"QT @alejobongio: Gracias, @nikitaneumann, por darle voz a una nazi. Lo voy a atesorar. ; Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
"El camino lo inicio Starbucks. Decidio retirar sus anuncios de Facebook y otras redes sociales con el objetivo de prescionarlas para que tomen medidas mas concretas contra los discursos del odio y del engaño. Le siguieron Unilever, Coca-Cola, Honda, Adidas, HP, Patagonia y Levi´s https://t.co/heFegQITQc",NEUTRAL
"He publicado un episodio en #ivoox Mariale Alvarez (Directora de Asuntos Publicos, Comunicacion y Sostenibilidad. Coca-Cola Argentina) @FSustentable #podcast https://t.co/O58VCeZD2o",NEUTRAL
#CocaCola patrocina la #final de la #CopaItalia https://t.co/0sYniVY6IA https://t.co/Vd95Q6afU1,NEUTRAL
Mercado Justo es a MercadoLibre lo que la Coca Colla a la Coca-Cola. https://t.co/RRXXYufkZH,NEUTRAL
@CocaCola promueve acciones para apoyar la lucha contra el #COVID19 en las areas afectadas #JuntosHacemosLaDiferencia #CocaColaArgentina https://t.co/4KStI4uuKB https://t.co/RiJFRisOSS,NEUTRAL
"Argentina nos Necesita es una iniciativa de Cruz Roja ⛑ junto con el sector empresario, destinada a recaudar fondos para promover la compra de insumos y asi equipar el sistema de salud argentino. Agradecemos a @CocaCola por sumarse a esta iniciativa❤️#ArgentinaNosNecesita https://t.co/FdfbKdmso7",POSITIVE
"RT @micaa_gutierrez: Mc Donald's, empresa MULTINACIONAL no quiere pagarnos lo que corresponde, solo un proporcional sin presentismo, lo que es ilegal. Como tenemos un contrato de confidencialidad se piensan que nos van a callar, pero no",NEUTRAL
QT @marianoemartin: RT @marianoemartin: Recordemos esta actitud de las grandes cadenas de comidas rapidas cuando despues nos cuenten sus generosas acciones de… ; Urgente: las empresas de comidas rapidas @McDonalds_Ar @BurgerKingArg y @StarbucksAr pagaron menos del 50% del salario de marzo a sus trabajadores. Fueron afectados unos 25 mil empleados de todo el pais.,NEUTRAL
RT @RealTimeRating: #Ranking 🌎 > MARCAS MAS VALIOSAS 2020 #1 #Amazon #2 #Apple #3 #Microsoft #4 #Google #5 #VISA #6 #Alibaba #7 #Tencent #8 #Facebook #9 #McDonalds #10 #MasterCard #13 #CocaCola #22 #Disney #26 #Netflix #29 #Instagram #79 #TikTok #80 #Movistar #99 #Pepsi > BrandZ https://t.co/3I6ODT89qg,NEUTRAL
"Empresas como Ford, Adidas, HP, Coca-Cola, Unilever y Starbucks ya se han unido al boicot publicitario contra Facebook. https://t.co/wHtzSh5py5",NEUTRAL
#Ranking 🌎 > MARCAS MAS VALIOSAS 2020 #1 #Amazon #2 #Apple #3 #Microsoft #4 #Google #5 #VISA #6 #Alibaba #7 #Tencent #8 #Facebook #9 #McDonalds #10 #MasterCard #13 #CocaCola #22 #Disney #26 #Netflix #29 #Instagram #79 #TikTok #80 #Movistar #99 #Pepsi > BrandZ https://t.co/3I6ODT89qg,NEUTRAL
RT @JeffoConDobleF: *agarrando los caramelos de la piñata* Las pibas: ay no mica quedate vos con el chupetin de cocacola que es tu favorito ☺️ Los pibes: https://t.co/Syifx9VfAn,NEUTRAL
"David Cruz, vocero de LULAC, hablo con LPO sobre el boicot que lanzaron para detener el discurso de odio en redes. Coca-Cola, Unilever y 90 marcas mas se sumaron. https://t.co/ADA9Y5QeGK",NEUTRAL
"Por que gigantes como Starbucks, Coca-Cola, Unilever e Diageo suspenderam publicidade nas redes sociais https://t.co/DNAGTrYaaF https://t.co/RJmQooco1Y",NEUTRAL
"Starbucks se suma a Coca-Cola, Unilever y Diageo en su boicot publicitario contra Facebook por no frenar el discurso del odio. No veo como podra hacerlo. ¿Las empresas argentinas tomaran alguna decision?",NEUTRAL
"COCA-COLA, UNILEVER Y MAS Historico boicot de empresas a redes sociales, cuyo futuro esta bajo amenaza https://t.co/vFAlL8EU5A https://t.co/znnNuO7ZfA",NEUTRAL
"RT @Ecos365: 📊 El boicot publicitario contra Facebook se volvera global, dicen sus organizadores: Unilever, Coca-Cola y mas de un centenar de empresas retiraron sus publicidades de la red social. La compañia de Mark Zuckerberg anuncio que toma medidas… https://t.co/LwzO46U0ze | @Ecos365",NEUTRAL
Coca-Cola anuncio que suspendera sus pautas publicitarias para redes sociales en todo el mundo. ¿Sera el comienzo de una tendencia que volvera a cambiar a la publicidad y los medios? https://t.co/xIqzcdznWm,NEUTRAL
Coca-Cola suspende su publicidad en todas las redes sociales https://t.co/Ih8SMzrBPK,NEUTRAL
"Unilever, The North Face, Coca-Cola, Levis y Honda son algunos de los grandes anunciantes que hacen boicot contra Facebook acusando a Zuckerberg de no moderar el discurso de odio en plena campaña electoral en EEUU. Publicidad y politica #StopHateForProfit https://t.co/119LQAcesw",NEUTRAL
RT @CNBC: Coca-Cola pauses advertising on all social media platforms globally https://t.co/CQr4mbannc,NEUTRAL
QT @mariancarbone: RT @iaioresumido: quiero un pijama ; prefiero perder mi dignidad haciendo un canje de pijamas de dibujitos animados para ayudar a un emprendimiento nacional y casero ah tener que q hacer canje de una cocacola marca problemas de salud a futuro escuchaste rubia taradA,NEGATIVE
#AHORA 🇦🇷 COCA - COLA - #VamosASalirAdelante por TODOS (Via @CocaColaAr) 🎥 https://t.co/AM5hHRxh1c,NEUTRAL
"Eh ludmila dijo mama que ya entres que es tarde, compa puedo tomar un trago de coca https://t.co/XGxGh8HP5P",NEUTRAL
Hablamos en buenos terminos tambien discutimos pero siempre con respeto y buenos argumentos y me acepto venir al barrio a tomar una coca a charlar realmente. Ambos pedimos disculpas y quedamos en paz en buenos terminos,NEUTRAL
"RT @adrifadi: 🔴 COCA-COLA @FEMSA SOBRE EXPLOTA LOS MANTOS ACUIFEROS Y VIOLA EL DERECHO HUMANO AL AGUA ➖En San Cristobal de Las Casas, Chispas extrae 1.3 MILLONES DE LITROS DE AGUA AL DIA, provocando escasez en la poblacion ☠SU CONSUMO PROVOCA ENFERMEDADES COMO LA ANEMIA, OBESIDAD Y DIABETES https://t.co/dEtn9V2rtd",NEGATIVE
#AHORA 🇦🇷 COCA - COLA - #VamosASalirAdelante por TODOS (Via @CocaColaAr) 🎥 https://t.co/mGMldXWOIF,NEUTRAL
"Coca-Cola tiene el 10 % de la planta contagiada, denuncio @claubonara en @CronicaTV. #LasVidasTrabajadorasImportan #CoronavirusEnArgentina https://t.co/dg6sOiow7y",NEGATIVE
#AHORA 🇦🇷 COCA - COLA - #VamosASalirAdelante por TODOS (Via @CocaColaAr ) 🎥 https://t.co/simrdHbJUE,NEUTRAL
Los seguidores de AMLO lanzan un boicot contra el dueño de Coca-Cola Mexico https://t.co/YFWNMGPgJq https://t.co/SUen3t2gYv,NEGATIVE
#Mexico El dueño de Coca-Cola Mexico aviso que pondran el doble de plata para sacar a AMLO del Gobierno https://t.co/FfH30laSUY,NEGATIVE
"@porquetendencia Que poronga, era mucho mejor la de Coca-Cola",POSITIVE
"RT @elguisodebagre: Algo que nunca entendi, por que cuando te sacaban a comer afuera solo podias pedir UNA coca-cola, ustedes no saben lo que era hacer durar esa botellita mini toda una comida.",NEUTRAL
#AHORA 🇦🇷 COCA - COLA - #VamosASalirAdelante por TODOS (Via @CocaColaAr ) - #BuenViernes 🎥 https://t.co/gV45NwAn0Q,NEUTRAL
Para lo unico que puedo salir despues de las 20 hs y hasta las 8 es a tomar un? fernet con coca pa.,NEUTRAL
#AHORA 🇦🇷 COCA - COLA - #VamosASalirAdelante por TODOS (Via @CocaColaAr) 🎥 https://t.co/2jiiHyqS9Q,NEUTRAL
Yemeksepeti seçilmiş coca-cola menülerinin yanında bedava internet veriyormuş.. olayin güzelliğine bak... simdi yemek yerken internet bitene kadar instada 1.90 basket sortlu erkek likelamaca..,NEUTRAL
"RT @KhaleesitaBunny: Techint, Cocacola y otras grandes empresas le acaban de VOMITAR EL ASADO A LOS K. Devuelven la ayuda y se liberan de la extorsion! No solo es por la parte financiera. La realidad es que les exigian la incorporacion de militantes de la Kampora.... Amo",NEUTRAL
RT @irupezahon: cuando recien me levanto y en vez de tomar coca cola tomo agua https://t.co/zla6vXhmFU,NEUTRAL
"#EmpresasEnAccion @CocaColaCoAr | ”Juntos hacemos la diferencia”, la propuesta de Coca-Cola https://t.co/88416KCug7",NEUTRAL
"#EmpresasEnAccion @CocaColaAr | ”Juntos hacemos la diferencia”, la propuesta de Coca-Cola https://t.co/ZPSdUQAEwE",NEUTRAL
"QT @LilianNatale59: Clarooo!!! Piramidal seria un empleoooo porque el Jefe gana mas!!!! jajaj Siempre lo digo!!! ; @marisabrel Cuando entendi el concepto d multinivel,me di cuanta q lo q detestaba como piramidal, es la vida m,piramidal son todas las empresas, o el dueño del resto gana igual que el lavaplatos, o el ceo de cocacola gana igual q el q embotella. Networ marketing es el futuro",NEGATIVE
"QT @cgt_camioneros: CUIDEMOSLISSSS. ABRAZOOO ; 📌#Seccional #MarDelPlata Para desearles una pronta recuperacion, los #trabajadores de Coca-Cola reunieron sus fuerzas para enviarselas a los compañeros #MarceloAparicio y #WalterAnchava, quienes se ven afectados al #Covid-19. #QuedateEnCasa #23May #COVIDー19 #COVIDー19 https://t.co/60hbFyg9pf",NEGATIVE
RT @LoDiceRuben: QUIERE COCA-COLA? RON! https://t.co/DE2pX0FVYs,NEUTRAL
"QT @alejobongio: Si te parecio un espanto lo de @nikitaneumann dandole lugar a teorias conspirativas, pandemia, antivacunas y hasta el aborto, miren en este hilo quien es Chinda Brandolino. Una nazi. Lean. ; Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
"RT @alejobongio: Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
"RT @alejobongio: Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
"QT @alejobongio: Gracias, @nikitaneumann, por darle voz a una nazi. Lo voy a atesorar. ; Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
"RT @alejobongio: Fue viral la charla entre @nikitaneumann y Chinda Brandolino (antievolucion, antivacunas, cree q la Reina de Inglaterra armo el covid19 y que CocaCola es una agencia de espionaje). Lo curioso es que pocos sepan que Chinda es nazi. No celeste, no conservadora, sino nazi. Literal. https://t.co/Kw4sZgGkUj",NEUTRAL
Consejos para invertir en acciones de Coca-Cola https://t.co/HKPHmZkQDU,NEUTRAL
Me acabo de tomar un vaso de coca con cuchara,POSITIVE
@_francoto @CocaCola @cartuchosradio Salut!,NEUTRAL
"@LeeoMurua Siempre estuviste enfermo de la cabeza rey, como vas a tomar coca sin azucar con fernet de menta, sera loco ese ?",NEUTRAL
"@sascharodecker ¡Hola! En Argentina solamente esta disponible la Coca-Cola con cafe, y la podes encontrar en tu comercio mas cercano. ¡Saludos!",NEUTRAL
RT @Alejandromairan: Asi nunca le van a ganar a Coca-Cola. https://t.co/49oMMHcgbL,POSITIVE
Asi nunca le van a ganar a Coca-Cola. https://t.co/49oMMHcgbL,POSITIVE
Marketing durante la cuarentena: ¿por que Coca-Cola se mantuvo en silencio en los ultimos meses? https://t.co/vCGMBOjYUk - Via @iproup https://t.co/6OeoSuw5HP,NEUTRAL
Coca-Cola anuncio una alianza con Microsoft: llevaran sus operaciones a la nube y ofreceran nuevas experiencias digitales https://t.co/0APPnrIzc4 - Via @iproup https://t.co/AkTrON04V4,NEUTRAL
RT @DonnaWR8: MASS EXODUS of CEOs in 2019 and 2020🤔 Here’s a few: BOEING Dennis Muilenburg UNITED AIRLINES Oscar Munoz ALPHABET INC Larry Page THE GAP Art Peck McDONALDs Steve Easterbrook WELLS FARGO Tim Sloan UNDER ARMOUR Kevin Plank PG&E Geisha Williams continued⬇️ #TheMoreYouKnow 💫,NEUTRAL
RT @musso_javier: Un aporte de los compañeros/as de @izquierdadiario a la lucha de trabajadores y trabajadoras de McDonald's que se estan organizando contra la prepotencia de esta patronal que no paga los salarios #McEstafa @NicolasdelCano @McTrabajadorxs Alta proyeccion en Cordoba https://t.co/HTEFWZlyTx,NEGATIVE
"RT @DanteOpito: Starbucks, Mc Donalds y Burguer, redujeron un 50% el sueldo de sus empleados por no haber cumplido el presentismo en plena pandemia Son empresas transnacionales pero sus franquicias, las alquilan argentinos La peste clasemediera argenta, es peor que el covid19 Consumirian esto? https://t.co/T6xrFQ6FmV",NEGATIVE
RT @frataslafraok: Es posta lo de @McDonalds_Ar ?? Que solo les va a pagar el 50% del sueldo a sus empleados?,NEGATIVE
Ahora resulta que @McDonalds @BurgerKing y @Starbucks no solo se cagan en la salud de las personas a nivel mundial; sino que tambien estafan a sus propios empleados reduciendoles el sueldo. #Nefastos,NEGATIVE
"Mientras tanto... Mc Donald´s, Burger King y Starbucks recortan salarios de trabajadores y ejecutan suspensiones en plena pandemia 🤦‍♂️ https://t.co/fEPcIQtYAH",NEGATIVE
"Comidas rapidas', lease Mc Donald, Burger Kung, bajan salarios a la mitad. Otra movida de los miserables.",NEGATIVE
"RT @Kueaff: Los trabajadores de McDonald's Argentina cobraron menos de la mitad del sueldo, violando el art. 8 del DNU presidencial, y ni siquiera pueden publicarlo porque estan amenazados con ser despedidos. No saben que hacer, por favor difundan para que al menos se sepa",NEGATIVE
RT @porquetendencia: #McEstafa: Por las denuncias de trabajadores de McDonald's Argentina https://t.co/9RHYDECGEp,NEGATIVE
"RT @NicolasdelCano: Las y los trabajadores de empresas de comidas rapidas reclaman porque les pagaron la mitad de su salario. Denuncian que, mientras les reducen mas del 50% sus bajos sueldos, multinacionales como McDonald's ganaron 6500 millones de dolares solo en 2019. Una verdadera #McEstafa",NEGATIVE
"RT @federicowinokur: #McEstafa: Mcdonalds, Burger King, entre otros, usan la cuarentena para descontar el presentismo a los empleados. Los descuentos llegan hasta el 50% del salario. Exigimos que se pague el 100% de los sueldos ya! Que la crisis la paguen los empresarios y no la juventud precarizada! https://t.co/ms4ZqUfiP0",NEGATIVE
RT @acanacaro: Supon que nunca mas nadie come en @McDonalds ¡es muy facil si lo intentas!,NEGATIVE
RT @marianoemartin: Urgente: las empresas de comidas rapidas @McDonalds_Ar @BurgerKingArg y @StarbucksAr pagaron menos del 50% del salario de marzo a sus trabajadores. Fueron afectados unos 25 mil empleados de todo el pais.,NEGATIVE
QT @Ale_Bodart: RT @ursuvargues: Pero Ronald McDonald no tiene una fundacion re buena y tenia un dia coso q recaudaba junto a famosos limosna para benefici… ; La empresa de comidas rapidas @McDonalds_Ar es la numero 1 en el mercado y tiene ganancias mil millonarias cada año. Sin embargo le pago a sus trabajadores y trabajadoras menos de la mitad de sus sueldos. #McEstafa,NEGATIVE
"RT @castillaeduardo: A #LosMiserables los dejan despedir en #Techint, pagar un 30% en McDonald's y Burger Kink, mantener intactos sus negociados en la salud publica y vender alimentos a precios delirantes. ¿Quien los deja? El Gobierno, por supuesto.",NEGATIVE
"QT @LuciEchevarria: Que suerte que Nunca comi esa mierda. Telefono @alferdez ¿ Que van a hacer con estos garcas? ; .@McDonalds_Ar se jacta de ser el mayor empleador de jovenes en la Argentina. Deberia reconocer que es el mayor precarizador, negarse a pagar salarios en el momento que estamos viviendo es negarles a miles de pibes que puedan pagar el alquiler y ayudar a sus familias #McEstafa",NEGATIVE
"RT @DanteOpito: Starbucks, Mc Donalds y Burguer, redujeron un 50% el sueldo de sus empleados por no haber cumplido el presentismo en plena pandemia Son empresas transnacionales pero sus franquicias, las alquilan argentinos La peste clasemediera argenta, es peor que el covid19 Consumirian esto? https://t.co/T6xrFQ6FmV",NEGATIVE
