Texto	Sentiment
RT @Quilmes_Cerveza: El Chirola Romero hizo otro golazo donando su camiseta de @qacoficial. ¿Qué otra jugada del Cervecero se te viene a la cabeza? ?? Todavía podés participar de #FutbolPorLaGente https://t.co/iYmv8e8iC0	NEUTRAL
QT @Quilmes_Cerveza: ¡Participa por la camiseta del Burrito Ortega y otros grandes premios en https://t.co/zs6L4TmEvB! Se sortean hoy a las 21hs por @TNTSportsLA ?? ; ¿Cuál fue la gambeta de Orteguita que más recordás con la camiseta de @RiverPlate? ?? Podés participar para ganarte la camiseta del Burrito en #FutbolPorLaGente https://t.co/ghpnQ7MPo5	NEUTRAL
"¿Cuántas veces estuviste tan cerca de ganar algo de tu ídolo? ?? Ingresá a https://t.co/AQToN53nlN, elegí tu premio y comprá tu rifa para ayudar a Cruz Roja junto a @Quilmes_Cerveza El sorteo de #FútbolPorLaGente se podrá ver hoy a las 21 por @TNTSportsLA, TNT y TNT Series ?? https://t.co/85taGvKOBi"	NEUTRAL
"RT @Quilmes_Cerveza: El fútbol está más presente que nunca, y cada vez son más los equipos y jugadores que se suman a #FútbolPorLaGente ?? ?? Mirá todo lo que podés ganar ingresando a https://t.co/hFXUCojic0 ?????? https://t.co/rpOjubNNyn"	NEUTRAL
"? ¡Sumate a #FútbolConLaGente, la campaña de @Quilmes_Cerveza para ayudar a la Cruz Roja Argentina, y participá por grandes premios! ?? Comprando tu rifa solidaria, podés ganar indumentaria de #Belgrano Más info ?? https://t.co/vPjYQwpf96 https://t.co/dMWCQYdVw8"	NEUTRAL
¡Últimas horas para participar por los grandes premios de @Quilmes_Cerveza! Recordá que para participar tenes que ingresar en https://t.co/zs6L4TmEvB. Los ganadores serán anunciados hoy a las 21hs por @TNTSportsLA @canaltnt y @TNTSeriesLA. https://t.co/8XvARbj8Si	NEUTRAL
"QT @Quilmes_Cerveza: ¿Querés los guantes de @sajasebastianok? Sumate, dale una mano a @CruzRojaArg, y pueden ser tuyos ???? #FutbolPorLaGente #FelizCumpleSaja ?? ; #FútbolPorLaGente | Una de las figuras de @RacingClub en el histórico título del 2014 tampoco quiso dejar de ser fundamental en este partido: para darle una mano a @CruzRojaArg, los guantes de @sajasebastianok pueden ser tuyos ???? ?? https://t.co/OcL34MVNNk https://t.co/h2hJv3FRBg"	NEUTRAL
"QT @Quilmes_Cerveza: ¡Participa por la camiseta de Nacho Fernandez ingreando en https://t.co/692mMaGsQE y estás colaborando con la @CruzRojaArg! ; #FútbolPorLaGente | Si sos hincha de @RiverPlate y alguna vez Nacho te hizo feliz, colaborá con @CruzRojaArg y participá por su casaca ?? ?? ?? Ingresá a https://t.co/cMNLm6nkSd y enterate de los ganadores el 5/6 por @TNTSportsLA ???? https://t.co/FfUcrK455D"	NEUTRAL
Que Bochini juegue para siempre ?? ¿Cual fue para vos el mejor gol de @BochiniOficial de la historia? ?????? No te olvides que en @Quilmes_Cerveza podés participar de #FútbolPorLaGente para colaborar con la Cruz Roja Argentina. #UNIDOS?? #TodoRojo?? https://t.co/JW1pFy1hNX	NEUTRAL
"QT @Quilmes_Cerveza: ¿Queres ganarte la camiseta de Seba Battaglia? Ingresá en https://t.co/zs6L4TmEvB, elegí tu equipo y participa por éste y otros grandes premios ???????? ; ¿Cuál es el momento que más recordás de Seba? ?? Todavía podés participar para ganarte la camiseta del más ganador de la historia como jugador de @BocaJrsOficial. #FutbolPorLaGente https://t.co/BdytN5Miws"	NEUTRAL
RT @perspectivasur: Por primera vez una mujer asume al frente de una comisaría en Quilmes https://t.co/sSbAGshO2B https://t.co/NI7EiVg0Sd	NEUTRAL
"RT @Quilmes_Cerveza: #FútbolPorLaGente | 10 de febrero de 2016. Córdoba, Argentina. ¿Se acuerdan de aquella noche los hinchas de @SanLorenzo? Miren lo que donó @negroortigoza para colaborar con @CruzRojaArg ???? ?? https://t.co/Wi86q40E9q https://t.co/8nJpUUIOrd"	NEUTRAL
"RT @Quilmes_Cerveza: #FútbolPorLaGente | Como si fuera un domingo cualquiera en la vida del hincha de @SanLorenzo, el Pipi se puso la 10: donó sus cortos para colaborar con @CruzRojaArg ?????? ?? https://t.co/Wi86q40E9q https://t.co/a6k1kHwYSa"	NEUTRAL
"RT @Quilmes_Cerveza: #FútbolPorLaGente | ¿Alguna vez soñaron con tener la pilcha del campeón? ?? Si le dan una mano a @CruzRojaArg, juegan por la de @BocaJrsOficial con la 18 de @FrankFabra ?????? ?? Ingresá a https://t.co/fFDIF90utZ y enterate de los ganadores el 5/6 por @TNTSportsLA ???? https://t.co/eAeTTOeD6C"	NEUTRAL
"RT @Quilmes_Cerveza: #FútbolPorLaGente | El @ChinoMartinez28 tiene un mensaje para todos los hinchas de @RiverPlate ???? ?? Ingresen a https://t.co/cMNLm65JtD, colaboren con @CruzRojaArg y juegen por su pilcha. El ganador se dará a conocer el 5/6 por @TNTSportsLA ???? https://t.co/U7jf4qUZUB"	NEUTRAL
"¡@Quilmes_Cerveza está sorteando la camiseta de Bochini, el buzo del Mono Navarro Montoya, los guantes de Armani, la camiseta de Maxi Rodriguez y más! Ingresá en https://t.co/zs6L4TEfUb, elegí tu equipo y participa por grandes premios! #FútbolPorLaGente ???? https://t.co/tdxVbwOhMe"	NEUTRAL
QT @Quilmes_Cerveza: Con tu ayuda a la Cruz Roja participas por increibles premios!! ¿¿Que esperas?? #FutbolPorLaGente ; ¿Cuál fue la gambeta de Orteguita que más recordás con la camiseta de @RiverPlate? ?? Podés participar para ganarte la camiseta del Burrito en #FutbolPorLaGente https://t.co/ghpnQ7MPo5	NEUTRAL
"???? #Quilmes | #TramaUrbana | Cayó en Quilmes una banda que asaltó una financiera en La Plata ?? El año pasado, los delincuentes habían robado una casa de préstamos y uno de ellos falleció tras un tiroteo. https://t.co/q6VAQVEEgQ vía @diariohoynet https://t.co/2ypfHyWiQb"	NEUTRAL
"QT @CARCoficial: ?????? Ya fueron a retirar sus premios de la acción “La foto más termo”. El finde en la reunión familiar, van a poder disfrutar de unas @Quilmes_Cerveza ??. ?? ¡Todos y todas felices para la foto... y nadie se quiso quedar afuera! ???? https://t.co/r8aiTzVaom ; ?????? ¡Estos son los ganadores de La foto más termo! Nos comunicaremos con los ganadores por mail para coordinar la entrega del premio. ¡Gracias Canallas por participar! ?? https://t.co/1OU3TFufVt"	NEUTRAL
?? Si preferís la de River que usó Ortega. ?? Si querés la de Boca que transpiró Tevez. Entrá a https://t.co/uYXg8RKNou para ganar y ayudar. #FútbolPorLaGente @Quilmes_Cerveza https://t.co/pnJz2Ay9sf	NEUTRAL
??@Quilmes_Cerveza y el fútbol argentino se unen para donar grandes premios y recaudar fondos para la @CruzRojaArg ???? ¡Tu ayuda es muy importante! ?? Entrá acá y mirá todos los premios ?? https://t.co/YWWNjCHrkx #FútbolPorLaGente https://t.co/4u7rY1cH4r	NEUTRAL
Les recordamos que es el último día para participar de la campaña de @Quilmes_Cerveza #FutbolPorLaGente donde podés ganar camisetas de jugadores y piezas históricas de nuestro fútbol mientras ayudás a la @CruzRojaArg!!! Ingresá a https://t.co/wDUk6YJ4Ge https://t.co/Bp15huMKAS	NEUTRAL
"QT @lflarrondo: En estos tiempos de congresos virtuales, nótese el detalle del colega @lflarrondo de Chile, con la cerveza Quilmes asomando tras las computadora durante la reunión internacional de ritmos biológicos #SRBR2020 @SRBR_Outreach ; Happy hour at the end of a great and successful #SRBR2020 meeting. Thanks to @KatjaLamia @ErikHerzog and everyone for everything https://t.co/SE5c0WCpSE"	NEUTRAL
La gente siempre está para el fútbol. ¿Cómo el fútbol no va a estar para la gente? @Quilmes_Cerveza junto a clubes de Argentina ???? se unen para donar enormes premios y recaudar fondos para @CruzRojaArg. Ayudar es lo que más vale: https://t.co/aCNW046txm ???? #FutbolPorLaGente ?? https://t.co/XGYo288gKP	NEUTRAL
@Quilmes_Cerveza Gracias por confiar en nosotros!!!	NEUTRAL
¡Nos sumamos a #FutbolPorLaGente de @Quilmes_Cerveza para dar una mano ??! Enterate más acerca de esta campaña en https://t.co/l3iVgImH0z ?? https://t.co/xp6MhMunTB	POSITIVE
"???? @Quilmes_Cerveza, #RosarioCentral y el fútbol se unieron para ayudar a la @cruzrojaarg Entrá a https://t.co/1dEeLzmwKN y participá por la cinta de capitán de Jeremías Ledesma autografiada, indumentaria oficial, abono a platea y mucho más ???#FútbolPorLaGente https://t.co/SSA80d8Te8"	NEUTRAL
"Los verdaderos superhéroes no usan máscara porque la donaron para ayudar en #FutbolPorLaGente, ¿Qué estarías dispuesto a dar vos para que el Lila sea aún más grande? @Quilmes_Cerveza https://t.co/f1qCVlcWs1"	NEUTRAL
"Los clubes y @Quilmes_Cerveza se unieron para ayudar a la Cruz Roja ????. Vos también podés aportar tu granito de arena, cómo? Comprá tu rifa en https://t.co/sgRo9ukbjt El sorteo sera el 5/06 por @TNTSportsLA @TNTLA y TNT series. https://t.co/sKfjftrNwm"	NEUTRAL
"#Independiente se suma a #FútbolPorLaGente para colaborar con la Cruz Roja Argentina. Participá por experiencias, objetos históricos e indumentaria del Rey de Copas. Entrá a https://t.co/s34j3k0Ipk y conseguí tu rifa para ganar y ayudar. @Quilmes_Cerveza #UNIDOS?? #TodoRojo?? https://t.co/Hm5NTABN2A"	NEUTRAL
@Quilmes_Cerveza @SantiGLlanos ?????	NEUTRAL
".@BravoPunto | @andresfidanza @alferdez estuvo en Quilmes, una zona muy caliente de contagios, para anunciar una obra que daría agua a 2,5 millones de personas. Estuvo con @mayrasmendoza y @Kicillofok. La pelea con el #Coronavirus en el Conurbano recién está empezando https://t.co/U33C8TeX6l"	NEUTRAL
???? ¡Ayudar vale más que cualquier cosa! Sumate a los increíbles sorteos de #Independiente ???? que entrega @Quilmes_Cerveza para colaborar con la Cruz Roja. Para conocer los premios de #FútbolPorLaGente acá: https://t.co/tXrtLBRNqd https://t.co/gABcqYfBya	NEUTRAL
RT @ALEXIANA777: Este perrito vive así sus días ?????? es un amor dale una oportunidad zona quilmes 11693 01 771 ?????????? @ZaguatesRefugio @RefuDonTorcuato @refuasis @refugio_liliana @Andydegioia @ArqueroSinManos @patripveron @valeriaschapira @MarceBanios https://t.co/zjnTMzTTWX	NEUTRAL
"RT @Quilmes_Cerveza: @LaCasacaBlog ¡Gracias @LaCasacaBlog! Los invitamos a participar de casacas de muchísimo valor, al precio de darle una mano a @CruzRojaArg ????????"	NEUTRAL
Atención coleccionistas! #FútbolPorLaGente es otra gran iniciativa de @Quilmes_Cerveza. Podrás elegir tu club y a través de una rifa participar para ganar piezas históricas o experiencias únicas. Lo recaudado será donado a la Cruz Roja Argentina Ingresen a https://t.co/IeqUZvBK5s https://t.co/UqF7qCnqX9	NEUTRAL
"La Delegación de Narcotráfico de #Quilmes descubrió una Bamda narco que operaba con invernaderos de marihuana y cocaína en La Cañada, La Iapi, Barrio Spingfield y Burzaco. Usaban Kioscos y hacían ventas en autos.Usaban como pantalla una cerrajeria. https://t.co/3HRDL8P6He"	NEUTRAL
"? Nos sumamos a #FútbolPorLaGente con @Quilmes_Cerveza donando grandes premios para ayudar a la Cruz Roja Argentina. ?? ¡Comprando tu rifa solidaria, participás por indumentaria de #Belgrano! Más info ?? https://t.co/vPjYQwGQxG https://t.co/G8GDktIxPu"	NEUTRAL
"QT @jazguars: RT @olmedo_gus: @magnusmefisto tu último video de mayhem tuvo sus resultados https://t.co/dLy5rJHVoa ; Incendio en una iglesia de Quilmes, RT @todonoticias https://t.co/jTXbglQgRm"	NEUTRAL
"RT @Quilmes_Cerveza: #FútbolPorLaGente | @NavarroMontoya es ídolo de @BocaJrsOficial por cómo defendió los tres palos, pero también quedaron en la historia sus buzos. No se pierdan de participar por el que donó el Mono para ayudar a @CruzRojaArg ???? ?? https://t.co/fFDIF8ITCr https://t.co/t81YqBE0l2"	NEUTRAL
"RT @jazguars: Incendio en una iglesia de Quilmes, RT @todonoticias https://t.co/jTXbglQgRm"	NEUTRAL
"@larroqueandres ???@larroqueandres, min Desarollo de la Comunidad de provincia de BsAs, en #HabraConsecuencias: Villa Azul tiene una parte en Quilmes y otra en Avellaneda. La de Avellaneda fue urbanizada y la de Quilmes no ?????1125809360 ??FM107.3 AM1050 https://t.co/aQbPi6W9rP https://t.co/5oicXRYpUs"	NEUTRAL
Aíslan una villa de Quilmes y Avellaneda tras detectar 53 casos de coronavirus https://t.co/Vmm91AfeeE	NEUTRAL
"Detectaron más de 50 casos de coronavirus en una villa de Quilmes. Kicillof está viendo si le echa la culpa a Vidal, a Larreta o a Piñera que tarda un poco más en enterarse."	NEUTRAL
La última casaca que usó el Chino Tapia en Boca y muchos premios más te están esperando. Entrá a https://t.co/1c6z9fFEq7 para participar. @Quilmes_Cerveza #FútbolPorLaGente https://t.co/FgdR9rWvAq	NEUTRAL
"?? Si te querés llevar los guantes de Torrico o la camiseta de Ortigoza de cuando fuimos campeones de la Supercopa ????, entrá a https://t.co/fHSmT5QIbE ?? Conocé los ganadores en el programa el 5/6 a las 21 hs. en TNT, TNT Sports y TNT Series. @Quilmes_Cerveza #FútbolPorLaGente https://t.co/ZMAGM8O5jc"	NEUTRAL
"El primero de ellos funcionará en la Plaza Conesa, y se sumarán unos 5 más, donados por @Quilmes_Cerveza y la Fundacion SEMPRE. En total, contaremos con 14 #EcoPuntos en distintos lugares del distrito."	POSITIVE
"RT @Quilmes_Cerveza: @twPlanetaGol @QuilmesFutbol @CruzRojaArg Acá estamos, en @Quilmes_Cerveza ??. A través de #FútbolPorLaGente, el fútbol argentino entrega parte de su historia para colaborar con @CruzRojaArg. Hay que patear todos juntos para el mismo arco ??????"	NEUTRAL
Nos unimos a @Quilmes_Cerveza para hacer #FútbolPorLaGente. ¡Llevate la casaca de Battaglia y muchos premios más! Entrá a https://t.co/1c6z9fFEq7 y comprá tu rifa para ayudar a la Cruz Roja Argentina. https://t.co/v6tBBQuSmr	NEUTRAL
Nos sumamos a #FútbolPorLaGente con @Quilmes_Cerveza donando grandes premios para ayudar a la Cruz Roja Argentina. ?? Entrá a la web y conseguí tu rifa para ganarte premios de la Lepra. https://t.co/Pa90ZiJ8J6 https://t.co/KrWQoO74VG	NEUTRAL
"???? #SanLorenzo se suma a #FútbolPorLaGente para colaborar con la @CruzRojaArg ?? Si querés ganarte los cortos que donó Pipi Romagnoli, entrá a https://t.co/fHSmT5z6N4 y participá. ?? ¡Hay muchos más premios! @Quilmes_Cerveza https://t.co/1iIKGVaKv8"	NEUTRAL
Informe sanitario de hoy sobre coronavirus en #Quilmes: hubo una nueva persona fallecida y suman 6 en total https://t.co/Z0SW0ieYse	NEUTRAL
Informe sanitario de hoy sobre coronavirus en #Quilmes. hubo una nueva persona fallecida y suman 6 en total https://t.co/FQG0VROTGh	NEUTRAL
"La gente siempre está para el fútbol. ¿Cómo el fútbol no va a estar para la gente? @Quilmes_Cerveza y el fútbol argentino se unen para donar grandes premios y recaudar fondos para @CruzRojaArg. Conseguí tu rifa, ingresando en https://t.co/aCNW046txm #FutbolPorLaGente ?? https://t.co/12TOyfkxMK"	NEUTRAL
"RT @Quilmes_Cerveza: Quilmes y el fútbol se unieron para ayudar a la Cruz Roja Argentina. Entrá a https://t.co/hFXUCojic0, elegí tu club y la rifa por la que querés participar. #FútbolPorLaGente https://t.co/a0v0NySn5c"	NEUTRAL
"Si querés colgarte la medalla ??de campeón de la Superliga ?? que ganamos, entrá a https://t.co/OiXXSDMGmc y participá. También mirá todas las sorpresas que van a haber en el programa el 5 de junio a las 21 hs en TNT, TNT Sports y TNT Series. @Quilmes_Cerveza #FútbolPorLaGente https://t.co/YaJwsiPvkn"	NEUTRAL
#Independiente se suma a #FútbolPorLaGente para colaborar con la Cruz Roja Argentina. Entrá a https://t.co/D1Rf9Oby7o conseguí tu rifa y participá por los premios del Rey de Copas. @Quilmes_Cerveza #TodoRojo?? https://t.co/9LmXK3F0U7	NEUTRAL
@Quilmes_Cerveza @CruzRojaArg Jujujuuuuu https://t.co/zQAfreJfVr https://t.co/We1OMZAeV0	NEUTRAL
"????@Quilmes_Cerveza, #RosarioCentral y el fútbol se unieron para ayudar a la Cruz Roja Argentina Entrá a https://t.co/1dEeLzmwKN y participá por la cinta de capitán de Jeremías Ledesma autografiada, indumentaria oficial, abono a platea y mucho más ???#FútbolPorLaGente https://t.co/0UF8FGSmSU"	NEUTRAL
"??? La gente siempre está para el fútbol, ¿cómo no va estar el fútbol para la gente? Sumate a #FútbolPorLaGente y participá de grandes premios de #Independiente ???? otorgados por @Quilmes_Cerveza para colaborar con la Cruz Roja Argentina. ?? https://t.co/tXrtLBRNqd https://t.co/axzdLB2Nud"	NEUTRAL
"? Nos sumamos a #FútbolPorLaGente con @Quilmes_Cerveza donando grandes premios para ayudar a la Cruz Roja Argentina. ?? ¡Comprando tu rifa solidaria, participás por premios de #Belgrano! Más info ?? https://t.co/fjMPWk8170 https://t.co/kHSSoVbptu"	NEUTRAL
El #QuilmesRock y #AsociaciónConciencia siguen recaudando fondos para las familias que más lo necesitan ??Tenés tiempo de donar hasta el 25 de mayo ??Entrá en https://t.co/ibQIonzr8w y hace tu aporte . . @Quilmes_Cerveza @AsConciencia https://t.co/iQJXXfpsKO	POSITIVE
?? @Quilmes_Cerveza y el fútbol argentino se unen para donar grandes premios y recaudar fondos para la @CruzRojaArg ???? ¡Tu ayuda es muy importante! ?? Entrá acá y enterate de todos los premios ?? https://t.co/YWWNjCHrkx #FútbolPorLaGente https://t.co/7hWV608dnd	POSITIVE
Fútbol por la gente ?? Junto a @Quilmes_Cerveza nos sumamos a ayudar a la @CruzRojaArg. https://t.co/TFYIZbqoPB	POSITIVE
"@twPlanetaGol @QuilmesFutbol @CruzRojaArg Acá estamos, en @Quilmes_Cerveza ??. A través de #FútbolPorLaGente, el fútbol argentino entrega parte de su historia para colaborar con @CruzRojaArg. Hay que patear todos juntos para el mismo arco ??????"	NEUTRAL
#EmpresasEnAcción @Quilmes_Cerveza | La operación se transforma en ayuda humanitaria https://t.co/7LyDNkXeah	POSITIVE
Debió ser trasladada al Hospital Ramón Carrillo con fractura expuesta de pierna derecha y fractura brazo derecho.Fue auxiliada por los vecinos de la zona.Ella vive en el Barrio 1.ero de Mayo de Cañuelas y viaja en su moto a tomar servicio a Quilmes.Los motochorros escaparon. https://t.co/u3PqNf1HNL	NEUTRAL
"#SanVicente Sobre la ruta 6 a la altura del km 64,la oficial de la Policia Bonaerense,Delma Acosta, que viajaba uniformada a tomar servicio a Quilmes, fue atacada por https://t.co/FgSTBG6cTW chocaron,tiraron de la moto y le robaron su arma reglamentaria. https://t.co/NRUnheOWL6"	NEUTRAL
"Informe sanitario de hoy sobre coronavirus en #Quilmes: una nueva persona fallecida, y en total suman 5 en el distrito https://t.co/EVkWVt0mXL"	NEUTRAL
Piden juicio político a una jueza de Quilmes por brindar datos erróneos sobre la liberación de presos https://t.co/4hLCXy3eJP	NEUTRAL
Un completo repaso por lo que hicieron las bandas y solistas de Córdoba en el #QuilmesRock Los videos de @ErucaSativa @LOSCALIGARIS @ZoeGotusso @santicelli @LosMentidores @josedpalazzo @valdesmusica @juaninga @RayosLaser https://t.co/FwgtU34c3K	NEUTRAL
"¡Volvió el #QuilmesRock! El sábado y el domingo tuvimos música, homenajes, entrevistas y sorpresas. Pero esto todavía no terminó. Reviví todas las presentaciones por una semana más en nuestro canal https://t.co/XeiqbMWDOS y seguí donando en https://t.co/E6GdwRcoVE"	NEUTRAL
"??#PATRULLAPERDIDA El fin de semana volvió el #QuilmesRock de una forma muy especial.???? ??@_Maitena_ revivió una de las joyitas que dejó esta edición: @ZoeGotusso y @SantiagoCorazon hicieron Final”, de Almendra. ?????1125809360 ??FM107.3 AM1050 https://t.co/rkn6pxF1lu"	NEUTRAL
"¡Volvió el #QuilmesRock! El sábado y el domingo tuvimos música, homenajes, entrevistas y sorpresas. Pero esto todavía no terminó. Reviví todas las presentaciones por una semana más en nuestro canal https://t.co/XeiqbMWDOS y seguí donando en https://t.co/E6GdwRcoVE"	NEUTRAL
“ANTES Y DESPUÉS”- #QuilmesRock20 La música por la gente. Los fondos recaudados son para ayudar a muchas familias argentinas y a lxs trabajadorxs de la música en este momento tan difícil. Para colaborar o informarte sobre las donaciones: https://t.co/ZjEuM5i9a2 @Quilmes_Cerveza https://t.co/RNd7APXUlU	POSITIVE
#CosasImposibles | Salimos con parte de lo que sucedió el finde en el #QuilmesRock?? @RayosLaser (junto a @emmedemariela) - Hablando a tu corazón https://t.co/hk0WjzPYpA Leo García y @GiecoLeon - Pasará pasará https://t.co/jqfjWGTlLj ??FM107.3 AM1050 | https://t.co/da14gj9zrW	NEUTRAL
"RT @popartmusicarg: #QuilmesRock20 | ¡Podés seguir donando! Ingresá al link: https://t.co/gGCEtnEb1E o escaneá el código QR, tenés tiempo hasta el 18 de mayo. La música por la gente! @Quilmes_Cerveza @AsConciencia @popartmusicarg https://t.co/oH3G5g5Mtg"	POSITIVE
El Quilmes Rock arrasó en su edición online y solidaria con récord de público #QuilmesRock2020 https://t.co/szKcLarjNJ https://t.co/7rv9EX3F0y	POSITIVE
RT @VelazquezAye: Terminó el #QuilmesRock Gracias @Quilmes_Cerveza y @popartmusicarg por invitarnos a ser parte de este regreso virtual y solidario y con más de 60 artistas @BebeMusicTW te ? @YTrautman sería un acto de justicia que volvamos a trabajar juntas ?? aguante @fernandezbitar siempre https://t.co/yIxWYPZZNQ	POSITIVE
"RT @Kizzyaguilar1: @BebeMusicTW @ciroylospersas @Quilmes_Cerveza Gracias @BebeMusicTW por el agunate excelente conducción sin dudas, y a todos los que hicieron posible esto ???????????????????????? fue re lindo paso mi primer #QuilmesRock20 desde ??, ??????"	POSITIVE
"RT @LaCalacaRadio: 5 horas clavados al #QuilmesRock20 , otra jornada espectacular. Los artistas nos brindaron excelentes momentos, y técnicamente fue impecable. ¡Felicitaciones a todos! Saudos desde Santa Fe. @popartmusicarg @Quilmes_Cerveza @BebeMusicTW ???? ?? https://t.co/0I1JYImzgh"	POSITIVE
RT @lancchi: ?? genio @dantespinetta #QuilmesRock2020 https://t.co/BYEXnQEmJD	POSITIVE
RT @MarianoMemmo: Me voló el cerebro @dantespinetta con el sólo de #Mística #QuilmesRock	POSITIVE
RT @Nico_Balu: El viaje con @dantespinetta que me estoy pegando es monumental! #QuilmesRock	POSITIVE
RT @tnLaViola: #QuilmesRock 2020: dos días de pura música ??@ciroylospersas cierra la segunda jornada de este regreso histórico ??Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
Increíble cierrre de @ciroylospersas en el #QuilmesRock 2020 ??Gracias por tanto ??Volvió el mítico festival argentino y volvió con todo @Quilmes_Cerveza	NEUTRAL
#QuilmesRock 2020: dos días de pura música ??@ciroylospersas cierra la segunda jornada de este regreso histórico ??Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
@ciroylospersas cierra el #QuilmesRock 2020 ??Gracias por tanto ??@Quilmes_Cerveza https://t.co/NbZOwkdctz	NEUTRAL
RT @tnLaViola: Se viene el cierre del #QuilmesRock: ahora una colaboración única entre @turfoficial y @Vicentico_ ??Miralo en vivo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
Ya sabemos que estabas esperando este momento. Llegó el final de este #QuilmesRock2020 y lo despiden @ciroylospersas ¿Qué mensaje les darías? Te esperamos en el directo https://t.co/I90s8RqODx @popartmusicarg https://t.co/dhdClwKRa5	NEUTRAL
Es el momento de @NicoCotaReal y Nico Bernaudo para disfrutar en este #QuilmesRock2020 edición solidaria. Seguimos en vivo por nuestro canal de Youtube: https://t.co/w6pS8aKVYU @popartmusicarg https://t.co/3j1iqoT6Dm	NEUTRAL
RT @tnLaViola: Ahora en el #QuilmesRock: suena #RatonesParanoicos con La nave ???? Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
Se viene el cierre del #QuilmesRock: ahora una colaboración única entre @turfoficial y @Vicentico_ ??Miralo en vivo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
"YA @turfoficial con @Vicentico_ en el #QuilmesRock2020 Imperdible, miralo en vivo por acá https://t.co/w6pS8aKVYU @popartmusicarg https://t.co/P81LAdxxIh"	NEUTRAL
Ahora en el #QuilmesRock: suena #RatonesParanoicos con La nave ???? Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
RT @anto_chavez_: @GuidoAIRBAG @AIRBAGoficial @Quilmes_Cerveza seré una exagerada pero cayeron alguna lagrimas con el Himno!! chicos son lo mas!! @AirbagInfo @AIRBAGoficial	NEUTRAL
"Después de la entrevista a Juanse ayer, ahora se vienen @LosRatonesof al #QuilmesRock Miralo en vivo por nuestro canal https://t.co/w6pS8aKVYU @popartmusicarg https://t.co/6oKrzL2T1K"	NEUTRAL
Llega el momento de @SrFlavioOficial en el #QuilmesRock2020 Seguimos en vivo en nuestro canal de Youtube https://t.co/I90s8RqODx @popartmusicarg https://t.co/9tF7Fz4jk2	NEUTRAL
RT @ArielAirbag2: Únicos e irrepetibles. SIEMPRE DISTINTOS ???????? #ComoUnDiamante ?? #AirbagEnElQuilmesRock @AIRBAGoficial @GuidoAIRBAG @GastonSardelli @AirbagInfo @Quilmes_Cerveza https://t.co/maON9gnJBl	NEUTRAL
RT @cata_quiroga3: En pijama dándolo todo ???? #AirbagEnElQuilmesRock #QuilmesRock @AIRBAGoficial @AirbagInfo @GastonSardelli @GuidoAIRBAG https://t.co/PyZnGqbYsY	NEUTRAL
Entrá ya a nuestro canal https://t.co/w6pS8aKVYU que está por tocar @massacreoficial en el #QuilmesRock2020 @popartmusicarg https://t.co/wpXHgDcTBp	NEUTRAL
RT @tnLaViola: #QuilmesRock día 2: llegó uno de los momentos más esperados ??@AIRBAGoficial toca Como un diamante ??Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
"Llega una de las bandas más esperada de la noche, @ErucaSativa en el #QuilmesRock2020 Miralo en vivo en nuestro canal https://t.co/w6pS8aKVYU @popartmusicarg https://t.co/FUPCwOeCVc"	NEUTRAL
RT @tnLaViola: #QuilmesRock día 2: llegó uno de los momentos más esperados ??@AIRBAGoficial toca Como un diamante ??Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
RT @Quilmes_Cerveza: Ya llega una de las presentaciones más esperadas @AIRBAGoficial @gastonsardelli @guidoAirbag en el #QuilmesRock2020 con una presentación de otro planeta. ¡No te lo pierdas! En vivo por nuestro canal https://t.co/w6pS8aKVYU #AirbagEnElQuilmesRock @popartmusicarg https://t.co/9ltP5k41RD	NEUTRAL
#QuilmesRock día 2: llegó uno de los momentos más esperados ??@AIRBAGoficial toca Como un diamante ??Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
RT @Quilmes_Cerveza: Ya llega una de las presentaciones más esperadas @AIRBAGoficial @gastonsardelli @guidoAirbag en el #QuilmesRock2020 con una presentación de otro planeta. ¡No te lo pierdas! En vivo por nuestro canal https://t.co/w6pS8aKVYU #AirbagEnElQuilmesRock @popartmusicarg https://t.co/9ltP5k41RD	NEUTRAL
Ya llega una de las presentaciones más esperadas @AIRBAGoficial @gastonsardelli @guidoAirbag en el #QuilmesRock2020 con una presentación de otro planeta. ¡No te lo pierdas! En vivo por nuestro canal https://t.co/w6pS8aKVYU #AirbagEnElQuilmesRock @popartmusicarg https://t.co/9ltP5k41RD	NEUTRAL
RT @tnLaViola: #QuilmesRock 2020: #MarilinaBertoldi debuta en el festival con la presentación de Remis ?? Miralo por https://t.co/oI6WDsZqA4 https://t.co/VQ6DRi7n3R	NEUTRAL
